0	0	100
0	1	101
0	2	102
0	3	103
0	4	104
0	5	105
0	6	105
0	7	106
0	8	107
0	9	108
0	10	109
0	11	110
0	12	110
0	13	111
0	14	114
0	15	116
0	16	118
0	17	120
0	18	120
0	19	121
0	20	122
0	21	122
0	22	123
0	23	124
0	24	123
0	25	123
0	26	120
0	27	118
0	28	117
0	29	115
0	30	114
0	31	115
0	32	113
0	33	111
0	34	110
0	35	109
0	36	108
0	37	108
0	38	107
0	39	107
0	40	107
0	41	108
0	42	109
0	43	110
0	44	111
0	45	111
0	46	112
0	47	113
0	48	113
0	49	114
0	50	115
0	51	115
0	52	114
0	53	113
0	54	112
0	55	111
0	56	111
0	57	112
0	58	112
0	59	112
0	60	113
0	61	114
0	62	114
0	63	115
0	64	115
0	65	116
0	66	116
0	67	117
0	68	117
0	69	116
0	70	114
0	71	112
0	72	109
0	73	106
0	74	104
0	75	102
0	76	101
0	77	100
0	78	100
0	79	99
0	80	99
0	81	99
0	82	99
0	83	98
0	84	98
0	85	97
0	86	97
11	0	100
11	1	101
11	2	102
11	3	103
11	4	104
11	5	105
11	6	106
11	7	107
11	8	108
11	9	109
11	10	110
11	11	110
11	12	111
11	13	113
11	14	115
11	15	118
11	16	120
11	17	121
11	18	122
11	19	124
11	20	125
11	21	125
11	22	126
11	23	127
11	24	128
11	25	127
11	26	124
11	27	121
11	28	120
11	29	118
11	30	116
11	31	114
11	32	113
11	33	112
11	34	112
11	35	110
11	36	109
11	37	109
11	38	108
11	39	108
11	40	108
11	41	109
11	42	110
11	43	111
11	44	112
11	45	112
11	46	113
11	47	114
11	48	114
11	49	115
11	50	116
11	51	116
11	52	115
11	53	114
11	54	113
11	55	112
11	56	112
11	57	113
11	58	113
11	59	114
11	60	114
11	61	115
11	62	115
11	63	116
11	64	116
11	65	117
11	66	117
11	67	118
11	68	118
11	69	117
11	70	115
11	71	113
11	72	111
11	73	107
11	74	105
11	75	103
11	76	102
11	77	101
11	78	101
11	79	100
11	80	100
11	81	100
11	82	99
11	83	99
11	84	98
11	85	98
11	86	97
22	0	101
22	1	102
22	2	103
22	3	104
22	4	105
22	5	105
22	6	106
22	7	107
22	8	108
22	9	109
22	10	110
22	11	111
22	12	113
22	13	115
22	14	117
22	15	118
22	16	120
22	17	122
22	18	125
22	19	126
22	20	127
22	21	128
22	22	129
22	23	130
22	24	131
22	25	131
22	26	128
22	27	125
22	28	121
22	29	120
22	30	118
22	31	116
22	32	114
22	33	113
22	34	113
22	35	111
22	36	111
22	37	111
22	38	111
22	39	110
22	40	109
22	41	110
22	42	111
22	43	112
22	44	113
22	45	113
22	46	114
22	47	115
22	48	115
22	49	116
22	50	117
22	51	117
22	52	116
22	53	115
22	54	114
22	55	114
22	56	113
22	57	113
22	58	114
22	59	114
22	60	115
22	61	115
22	62	116
22	63	116
22	64	117
22	65	118
22	66	118
22	67	119
22	68	119
22	69	118
22	70	116
22	71	114
22	72	112
22	73	108
22	74	105
22	75	103
22	76	103
22	77	102
22	78	101
22	79	101
22	80	100
22	81	100
22	82	99
22	83	99
22	84	98
22	85	98
22	86	97
33	0	101
33	1	102
33	2	103
33	3	104
33	4	105
33	5	106
33	6	107
33	7	108
33	8	109
33	9	110
33	10	111
33	11	113
33	12	115
33	13	117
33	14	117
33	15	118
33	16	121
33	17	123
33	18	126
33	19	128
33	20	130
33	21	130
33	22	131
33	23	132
33	24	133
33	25	134
33	26	131
33	27	129
33	28	125
33	29	122
33	30	120
33	31	118
33	32	116
33	33	114
33	34	113
33	35	112
33	36	112
33	37	113
33	38	112
33	39	112
33	40	111
33	41	112
33	42	113
33	43	113
33	44	114
33	45	115
33	46	116
33	47	116
33	48	117
33	49	117
33	50	118
33	51	118
33	52	116
33	53	116
33	54	115
33	55	115
33	56	115
33	57	114
33	58	114
33	59	115
33	60	116
33	61	116
33	62	117
33	63	117
33	64	118
33	65	118
33	66	119
33	67	119
33	68	120
33	69	120
33	70	117
33	71	115
33	72	112
33	73	108
33	74	106
33	75	104
33	76	103
33	77	102
33	78	102
33	79	102
33	80	101
33	81	100
33	82	99
33	83	99
33	84	99
33	85	98
33	86	98
44	0	101
44	1	102
44	2	103
44	3	104
44	4	105
44	5	106
44	6	107
44	7	108
44	8	109
44	9	110
44	10	111
44	11	112
44	12	114
44	13	116
44	14	117
44	15	120
44	16	122
44	17	124
44	18	126
44	19	129
44	20	130
44	21	132
44	22	133
44	23	135
44	24	136
44	25	136
44	26	134
44	27	132
44	28	129
44	29	126
44	30	122
44	31	120
44	32	118
44	33	116
44	34	114
44	35	114
44	36	114
44	37	114
44	38	114
44	39	113
44	40	113
44	41	114
44	42	115
44	43	116
44	44	116
44	45	117
44	46	117
44	47	117
44	48	118
44	49	118
44	50	119
44	51	119
44	52	118
44	53	117
44	54	116
44	55	116
44	56	115
44	57	115
44	58	116
44	59	116
44	60	116
44	61	117
44	62	117
44	63	118
44	64	118
44	65	119
44	66	120
44	67	120
44	68	120
44	69	120
44	70	119
44	71	116
44	72	113
44	73	109
44	74	106
44	75	104
44	76	104
44	77	103
44	78	102
44	79	102
44	80	101
44	81	101
44	82	100
44	83	99
44	84	99
44	85	99
44	86	98
55	0	101
55	1	102
55	2	103
55	3	104
55	4	105
55	5	106
55	6	107
55	7	108
55	8	109
55	9	110
55	10	111
55	11	111
55	12	113
55	13	115
55	14	118
55	15	121
55	16	123
55	17	125
55	18	127
55	19	129
55	20	131
55	21	133
55	22	135
55	23	137
55	24	138
55	25	138
55	26	137
55	27	134
55	28	132
55	29	130
55	30	127
55	31	122
55	32	120
55	33	118
55	34	116
55	35	116
55	36	116
55	37	116
55	38	115
55	39	113
55	40	114
55	41	115
55	42	116
55	43	117
55	44	117
55	45	118
55	46	118
55	47	119
55	48	119
55	49	119
55	50	120
55	51	120
55	52	119
55	53	118
55	54	117
55	55	117
55	56	116
55	57	116
55	58	117
55	59	117
55	60	117
55	61	118
55	62	119
55	63	119
55	64	119
55	65	120
55	66	121
55	67	121
55	68	121
55	69	121
55	70	119
55	71	116
55	72	113
55	73	110
55	74	107
55	75	105
55	76	105
55	77	103
55	78	103
55	79	103
55	80	102
55	81	101
55	82	100
55	83	100
55	84	99
55	85	99
55	86	99
58	0	101
58	1	102
58	2	103
58	3	104
58	4	105
58	5	106
58	6	107
58	7	108
58	8	109
58	9	110
58	10	111
58	11	113
58	12	114
58	13	116
58	14	119
58	15	121
58	16	124
58	17	126
58	18	128
58	19	130
58	20	133
58	21	135
58	22	137
58	23	138
58	24	140
58	25	140
58	26	139
58	27	137
58	28	135
58	29	133
58	30	131
58	31	127
58	32	122
58	33	120
58	34	118
58	35	118
58	36	117
58	37	117
58	38	116
58	39	115
58	40	116
58	41	116
58	42	117
58	43	118
58	44	118
58	45	118
58	46	119
58	47	119
58	48	120
58	49	120
58	50	121
58	51	121
58	52	120
58	53	119
58	54	119
58	55	118
58	56	117
58	57	117
58	58	118
58	59	119
58	60	118
58	61	118
58	62	118
58	63	119
58	64	120
58	65	122
58	66	123
58	67	123
58	68	123
58	69	122
58	70	120
58	71	117
58	72	113
58	73	110
58	74	108
58	75	106
58	76	105
58	77	104
58	78	103
58	79	103
58	80	102
58	81	101
58	82	101
58	83	100
58	84	100
58	85	99
58	86	99
59	0	100
59	1	101
59	2	102
59	3	103
59	4	104
59	5	105
59	6	106
59	7	107
59	8	108
59	9	109
59	10	110
59	11	112
59	12	114
59	13	117
59	14	119
59	15	122
59	16	124
59	17	127
59	18	129
59	19	131
59	20	134
59	21	136
59	22	138
59	23	140
59	24	142
59	25	142
59	26	142
59	27	140
59	28	138
59	29	136
59	30	133
59	31	129
59	32	125
59	33	122
59	34	120
59	35	119
59	36	118
59	37	118
59	38	117
59	39	116
59	40	117
59	41	117
59	42	118
59	43	119
59	44	119
59	45	120
59	46	120
59	47	120
59	48	121
59	49	121
59	50	121
59	51	122
59	52	121
59	53	120
59	54	120
59	55	120
59	56	119
59	57	119
59	58	120
59	59	120
59	60	120
59	61	120
59	62	120
59	63	120
59	64	123
59	65	123
59	66	124
59	67	124
59	68	124
59	69	123
59	70	121
59	71	119
59	72	114
59	73	112
59	74	108
59	75	106
59	76	106
59	77	104
59	78	104
59	79	103
59	80	102
59	81	102
59	82	101
59	83	101
59	84	100
59	85	100
59	86	99
60	0	100
60	1	101
60	2	102
60	3	103
60	4	104
60	5	105
60	6	106
60	7	107
60	8	108
60	9	109
60	10	110
60	11	112
60	12	115
60	13	117
60	14	120
60	15	122
